7.97556e-05, 0.000624827, 0.00205111, 0.00513846, 0.0108189, 0.0193595, 0.0288354, 0.0340514, 0.0288414, 0.0134649, 0.000672462, 0.00615206, 0.0242043, 0.0262214, 0.00650438, 0.00339747, 0.026076, 0.0234373, 0.0012285, 0.0182249, 0.0287086, 0.00260445, 0.0172347, 0.0245921, 0.00061815, 0.0198188, 0.0121932, 0.00240187, 0.0173966, 0.00215387, 0.00901953, 0.0116066, 0.00152776, 0.0174562, 8.83078e-05, 0.0172973, 0.00183438, 0.0147814, 0.00384235, 0.0130472, 0.00465921, 0.0131761, 0.00396833, 0.0149027, 0.00211168, 0.016437, 0.000175458, 0.014966, 0.00212208, 0.0090679, 0.0124529, 0.00150376, 0.0243538, 0.00383076, 0.0195186, 0.0241762, 0.0029103, 0.0325281, 0.0150743, 0.00636964, 0.0321794, 0.0129408, 0.00327552, 0.0260756, 0.0198957, 0.000628454, 0.010298, 0.0255561, 0.017642, 0.00231426, 0.00282268, 0.016826, 0.0285955, 0.0298563, 0.0231169, 0.014338, 0.00736335, 0.00312475, 0.00102892, 0.000208953
0.00010933, 0.000842906, 0.00270271, 0.00659537, 0.0133972, 0.0228096, 0.031692, 0.0337877, 0.0240918, 0.00739204, 0.000203325, 0.0131676, 0.0289121, 0.0202454, 0.00125719, 0.0114876, 0.0309284, 0.01376, 0.00264748, 0.0278733, 0.0192929, 0.00165504, 0.0256427, 0.0137035, 0.00316199, 0.0219009, 0.00383943, 0.00763421, 0.0142913, 0.000111339, 0.0139424, 0.00594754, 0.00722094, 0.0137224, 0.00200183, 0.0171422, 0.000113696, 0.0174111, 0.000121402, 0.0169914, 0.000327658, 0.0171024, 0.000119839, 0.0177907, 8.10199e-05, 0.0173264, 0.00154926, 0.0126353, 0.0064373, 0.00413905, 0.0145474, 0.000238303, 0.0171719, 0.011739, 0.00668167, 0.0301197, 0.00365897, 0.0219552, 0.0277038, 0.00185288, 0.026084, 0.0250333, 0.00107671, 0.0187013, 0.0277623, 0.0058067, 0.00365204, 0.0224907, 0.0236808, 0.00715261, 0.000328718, 0.0111789, 0.0255571, 0.0307321, 0.025971, 0.0171013, 0.0091578, 0.00399578, 0.00133406, 0.00027385
0.000274224, 0.00116235, 0.00350693, 0.00830248, 0.0162332, 0.0262107, 0.0337737, 0.0320889, 0.018491, 0.00277804, 0.00285823, 0.0207723, 0.0298121, 0.0124967, 0.000854682, 0.0212286, 0.0293942, 0.0050767, 0.0102981, 0.0310419, 0.00855126, 0.007742, 0.0267201, 0.00428663, 0.00957997, 0.0179509, 0.000259383, 0.0120407, 0.0098107, 0.00141692, 0.0165063, 0.00123698, 0.0138489, 0.00709613, 0.00782142, 0.0122349, 0.0034203, 0.0149836, 0.00145613, 0.0159972, 0.000982947, 0.0160079, 0.00150184, 0.0152115, 0.00343363, 0.0128011, 0.00724097, 0.00733913, 0.0119717, 0.00102169, 0.0141741, 0.0028743, 0.00868985, 0.0173411, 0.000607393, 0.0259105, 0.0120439, 0.0093197, 0.0336983, 0.00648863, 0.01504, 0.0330486, 0.00635903, 0.00948307, 0.0304855, 0.0146877, 0.000361328, 0.0164977, 0.0271679, 0.0136616, 0.000459082, 0.00607645, 0.0214312, 0.0305053, 0.0284174, 0.0199621, 0.0111781, 0.00501628, 0.0016592, 0.000226897
0.000302222, 0.00146686, 0.00443698, 0.0102488, 0.0192641, 0.0294019, 0.0349081, 0.0290821, 0.0127193, 0.000325261, 0.00808278, 0.0272606, 0.0268734, 0.00551095, 0.00535497, 0.0290337, 0.022632, 0.00111402, 0.0199524, 0.0269121, 0.00181952, 0.0159009, 0.021144, 0.000241759, 0.0147802, 0.0118036, 0.000581372, 0.0146529, 0.00530866, 0.00552571, 0.0153527, 0.000131038, 0.0175857, 0.00174037, 0.0136442, 0.00601618, 0.00905318, 0.00957939, 0.00626061, 0.011338, 0.00539426, 0.0113008, 0.00632579, 0.0095835, 0.00926199, 0.00631014, 0.0136453, 0.00210755, 0.0163112, 0.000121586, 0.0126772, 0.00622645, 0.00326244, 0.0176902, 0.00160694, 0.0159646, 0.0205496, 0.00197668, 0.0302272, 0.0166904, 0.00548038, 0.0333812, 0.0166294, 0.00288987, 0.0273093, 0.0241834, 0.00173992, 0.00952702, 0.0273151, 0.020474, 0.00320577, 0.00224294, 0.016641, 0.0291541, 0.030298, 0.0228259, 0.0134128, 0.00623276, 0.0021355, 0.000345513
0.000197597, 0.00179137, 0.00552326, 0.0124336, 0.0224172, 0.0322282, 0.0349997, 0.0250422, 0.00748111, 0.000374337, 0.0148645, 0.0313119, 0.0211033, 0.00136744, 0.0131303, 0.0324078, 0.0137119, 0.00288897, 0.0270823, 0.0183126, 0.000987664, 0.0213404, 0.0129832, 0.00104753, 0.0167277, 0.00652784, 0.00295634, 0.015622, 0.00167019, 0.011061, 0.010966, 0.00302021, 0.0169466, 6.46208e-06, 0.0167344, 0.00149425, 0.014023, 0.00410855, 0.0117166, 0.00572726, 0.0108666, 0.00570464, 0.0117231, 0.00405205, 0.0142279, 0.00151583, 0.0172226, 8.18089e-06, 0.0169953, 0.00233783, 0.00985246, 0.00976422, 0.000874466, 0.0149575, 0.00544665, 0.00676271, 0.0236762, 0.00201904, 0.0203928, 0.026149, 0.00193847, 0.0266246, 0.0272109, 0.001818, 0.0199047, 0.0311815, 0.007511, 0.00374529, 0.0242423, 0.0262335, 0.00811521, 0.000226637, 0.0117014, 0.0267646, 0.031488, 0.0255873, 0.0158218, 0.00762893, 0.00274203, 0.0006279
0.000424791, 0.00233661, 0.00682783, 0.0148496, 0.0256091, 0.034554, 0.0340425, 0.0203557, 0.00339659, 0.00286016, 0.0219756, 0.0322691, 0.0141407, 0.00107771, 0.0216564, 0.0307222, 0.00597461, 0.00876512, 0.0291219, 0.00936135, 0.00447511, 0.0221789, 0.00608913, 0.00405605, 0.0162357, 0.00296567, 0.00643199, 0.0147914, 2.22954e-05, 0.0157662, 0.00559477, 0.00801794, 0.0130904, 0.00174495, 0.0164845, 5.47494e-07, 0.0165058, 0.000704622, 0.0154908, 0.00156943, 0.0149783, 0.00156709, 0.0154494, 0.000685921, 0.0165474, 2.40413e-06, 0.0169172, 0.00170373, 0.013797, 0.0072035, 0.00580448, 0.0134935, 0.000171373, 0.0120101, 0.00865195, 0.00166804, 0.02105, 0.00655127, 0.00985348, 0.0301029, 0.00489933, 0.0165149, 0.033783, 0.00647643, 0.0113717, 0.0336857, 0.016039, 0.000865975, 0.0188721, 0.0298948, 0.0143956, 0.000317973, 0.00715054, 0.0235239, 0.0319112, 0.0281444, 0.0183544, 0.00914999, 0.00329143, 0.000610825
0.00074889, 0.00296988, 0.00829511, 0.0174485, 0.0287452, 0.0362755, 0.0321212, 0.0154696, 0.00091127, 0.00734978, 0.0282411, 0.0302113, 0.0077173, 0.00441665, 0.0284988, 0.0250979, 0.00161298, 0.0157619, 0.0261839, 0.00307921, 0.00923333, 0.0194716, 0.0020366, 0.00719605, 0.0147716, 0.000838728, 0.0105541, 0.0120532, 0.00106049, 0.017806, 0.00159551, 0.0127191, 0.00820204, 0.00547066, 0.0137353, 0.00135084, 0.0161365, 0.000105543, 0.0165787, 9.47199e-06, 0.0165375, 9.74638e-06, 0.0165436, 0.000107057, 0.0160645, 0.00140642, 0.0138484, 0.0056524, 0.00872276, 0.0125521, 0.00199931, 0.0163027, 0.000879688, 0.00963931, 0.0106934, 0.000172247, 0.0157929, 0.0112749, 0.00280717, 0.027631, 0.0114583, 0.00743398, 0.0342837, 0.0146856, 0.00478868, 0.0313674, 0.0249959, 0.00169032, 0.012614, 0.0309226, 0.0210849, 0.00251635, 0.0034792, 0.0197008, 0.0315494, 0.030413, 0.020986, 0.0108486, 0.00392733, 0.000535778
0.000550301, 0.00345717, 0.00986397, 0.0201855, 0.0317403, 0.037334, 0.0294009, 0.0108314, 0.000239631, 0.0131471, 0.0327632, 0.0258275, 0.00317123, 0.0101803, 0.0320845, 0.0176356, 0.0010732, 0.0211682, 0.0202708, 0.000334741, 0.0129001, 0.0154693, 0.000391668, 0.00990738, 0.0129814, 3.4927e-05, 0.0145045, 0.00809231, 0.0042882, 0.0168731, 3.21213e-05, 0.0156994, 0.00399111, 0.00961638, 0.00981467, 0.00451256, 0.0136149, 0.00186336, 0.0152263, 0.00092775, 0.0156172, 0.000925107, 0.0152195, 0.00185437, 0.0135457, 0.00454642, 0.00972965, 0.00988887, 0.00411646, 0.0161877, 0.000100983, 0.0167938, 0.00338477, 0.00720977, 0.0125638, 0.000332843, 0.0110746, 0.0137471, 0.000180771, 0.0210846, 0.0177077, 0.00217488, 0.0293503, 0.0231836, 0.00201995, 0.0254081, 0.0321607, 0.00597787, 0.00695267, 0.0293497, 0.0272379, 0.00654825, 0.00106973, 0.015614, 0.0304417, 0.0323225, 0.0236804, 0.0127753, 0.00489117, 0.0010286
0.000543395, 0.00414098, 0.0116447, 0.0230544, 0.0345281, 0.0377193, 0.0261059, 0.00683132, 0.00135004, 0.0194355, 0.0350558, 0.0201573, 0.00115481, 0.0167058, 0.032021, 0.0104567, 0.00334314, 0.0236046, 0.0138293, 0.000269495, 0.0147598, 0.0118866, 0.000108346, 0.0124423, 0.0107784, 0.000736624, 0.0171848, 0.00420204, 0.00832576, 0.0139818, 0.000629662, 0.0167298, 0.00124905, 0.0130925, 0.00592445, 0.00825628, 0.0100755, 0.00494878, 0.0123601, 0.00347421, 0.0130422, 0.00347278, 0.0123682, 0.00493369, 0.0100548, 0.00823, 0.00583431, 0.0132286, 0.00120685, 0.0173242, 0.000571469, 0.0147322, 0.00736129, 0.0044198, 0.0146854, 0.00104819, 0.00808149, 0.014148, 0.00045567, 0.0138538, 0.0210195, 0.0010979, 0.0214237, 0.0291358, 0.00323651, 0.0178267, 0.0360536, 0.0126374, 0.00306841, 0.0256958, 0.0320881, 0.0119286, 0.000152939, 0.0115968, 0.0286809, 0.0338194, 0.0263623, 0.0148065, 0.00584681, 0.00137105
0.00127345, 0.00519431, 0.0136524, 0.0260109, 0.0370471, 0.037466, 0.0224915, 0.00375604, 0.00398983, 0.0254234, 0.035069, 0.0142888, 0.00158836, 0.0224296, 0.0289498, 0.00498735, 0.0067652, 0.0231938, 0.00858598, 0.00144502, 0.0153845, 0.00926084, 0.000560935, 0.0148918, 0.00810301, 0.00286651, 0.0179363, 0.00145507, 0.011874, 0.0104707, 0.00254524, 0.0162255, 8.02877e-05, 0.0153582, 0.00285818, 0.0116102, 0.00654788, 0.00832703, 0.00899903, 0.00665142, 0.00980645, 0.00665284, 0.00900592, 0.00832058, 0.00655577, 0.0115618, 0.0028284, 0.0153181, 6.28195e-05, 0.0165092, 0.00264471, 0.0111871, 0.0115632, 0.00186288, 0.0163905, 0.00240064, 0.00628018, 0.0139689, 0.00163705, 0.00832662, 0.020974, 0.0027358, 0.0132927, 0.0311343, 0.00720078, 0.0106476, 0.0362222, 0.020128, 0.0015874, 0.0207855, 0.0351543, 0.0180493, 0.00078838, 0.00796046, 0.0264067, 0.0348884, 0.0289958, 0.0169062, 0.00662572, 0.00101809
